,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層1,4.0,低層,1,10029712,16282,616
10.0/F中層1,10.0,中層,1,10270568,16673,616
16.0/F高層1,16.0,高層,1,10419640,16915,616
4.0/F低層2,4.0,低層,2,8564604,17198,498
10.0/F中層2,10.0,中層,2,8909220,17890,498
16.0/F高層2,16.0,高層,2,8923164,17918,498
4.0/F低層3,4.0,低層,3,8363910,16795,498
10.0/F中層3,10.0,中層,3,8700558,17471,498
16.0/F高層3,16.0,高層,3,8881830,17835,498
4.0/F低層4,4.0,低層,4,7941060,14130,562
10.0/F中層4,10.0,中層,4,9591654,17067,562
16.0/F高層4,16.0,高層,4,8786308,15634,562
4.0/F低層5,4.0,低層,5,9259512,16476,562
10.0/F中層5,10.0,中層,5,9632680,17140,562
16.0/F高層5,16.0,高層,5,9554000,17000,562
4.0/F低層6,4.0,低層,6,8411718,16891,498
10.0/F中層6,10.0,中層,6,8579046,17227,498
16.0/F高層6,16.0,高層,6,8654244,17378,498
4.0/F低層7,4.0,低層,7,7956546,15977,498
10.0/F中層7,10.0,中層,7,8291202,16649,498
16.0/F高層7,16.0,高層,7,8606436,17282,498
4.0/F低層8,4.0,低層,8,9941624,16139,616
10.0/F中層8,10.0,中層,8,10343872,16792,616
16.0/F高層8,16.0,高層,8,10328472,16767,616
