,subjFloor,floorLv,unitNo,price,npsf,nfa
2.0/F低層A,2.0,低層,A,5911470,10371,570
5.0/F中層A,5.0,中層,A,6196470,10871,570
8.0/F高層A,8.0,高層,A,6486600,11380,570
2.0/F低層B,2.0,低層,B,4448192,9929,448
5.0/F中層B,5.0,中層,B,4664576,10412,448
8.0/F高層B,8.0,高層,B,4873792,10879,448
2.0/F低層C,2.0,低層,C,4448192,9929,448
5.0/F中層C,5.0,中層,C,4664576,10412,448
8.0/F高層C,8.0,高層,C,4873792,10879,448
2.0/F低層D,2.0,低層,D,5924580,10394,570
5.0/F中層D,5.0,中層,D,6210720,10896,570
8.0/F高層D,8.0,高層,D,6499710,11403,570
2.0/F低層E,2.0,低層,E,5924580,10394,570
5.0/F中層E,5.0,中層,E,6212430,10899,570
8.0/F高層E,8.0,高層,E,6502560,11408,570
2.0/F低層F,2.0,低層,F,4221504,9772,432
5.0/F中層F,5.0,中層,F,4427568,10249,432
8.0/F高層F,8.0,高層,F,4624992,10706,432
2.0/F低層G,2.0,低層,G,4288896,9928,432
5.0/F中層G,5.0,中層,G,4497552,10411,432
8.0/F高層G,8.0,高層,G,4698864,10877,432
2.0/F低層H,2.0,低層,H,4328608,9928,436
5.0/F中層H,5.0,中層,H,4539632,10412,436
8.0/F高層H,8.0,高層,H,4742808,10878,436
