,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,3521880,13044,270
12.0/F中層A,12.0,中層,A,3680910,13633,270
20.0/F高層A,20.0,高層,A,3836160,14208,270
5.0/F低層B,5.0,低層,B,3444470,12998,265
12.0/F中層B,12.0,中層,B,3595785,13569,265
20.0/F高層B,20.0,高層,B,3755580,14172,265
5.0/F低層BD,5.0,低層,BD,14217175,20755,685
12.0/F中層BD,12.0,中層,BD,11061380,16148,685
20.0/F高層BD,20.0,高層,BD,11543620,16852,685
5.0/F低層C,5.0,低層,C,5483330,15446,355
12.0/F中層C,12.0,中層,C,5645920,15904,355
20.0/F高層C,20.0,高層,C,5853595,16489,355
5.0/F低層D,5.0,低層,D,5724600,13630,420
12.0/F中層D,12.0,中層,D,5983320,14246,420
20.0/F高層D,20.0,高層,D,6268500,14925,420
