,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,5924712,11482,516,378,4,NTM
19.0/F中層A,19.0,中層,A,6430392,12462,516,378,4,NTM
31.0/F高層A,31.0,高層,A,6817908,13213,516,334,3,NTM
7.0/F低層B,7.0,低層,B,6195096,12006,516,330,3,NTM
19.0/F中層B,19.0,中層,B,6379308,12363,516,331,3,NTM
31.0/F高層B,31.0,高層,B,6527916,12651,516,380,3,NTM
7.0/F低層C,7.0,低層,C,7585398,11106,683,329,4,NTM
19.0/F中層C,19.0,中層,C,8324404,12188,683,337,4,NTM
31.0/F高層C,31.0,高層,C,8700054,12738,683,321,4,NTM
7.0/F低層D,7.0,低層,D,6152814,11787,522,349,4,NTM
19.0/F中層D,19.0,中層,D,7126344,13652,522,341,3,NTM
31.0/F高層D,31.0,高層,D,7079364,13562,522,316,4,NTM
7.0/F低層E,7.0,低層,E,6482196,12418,522,335,4,NTM
19.0/F中層E,19.0,中層,E,6803748,13034,522,353,4,NTM
31.0/F高層E,31.0,高層,E,7116426,13633,522,307,4,NTM
7.0/F低層F,7.0,低層,F,7950120,11640,683,320,3,NTM
19.0/F中層F,19.0,中層,F,8514278,12466,683,360,4,NTM
31.0/F高層F,31.0,高層,F,8778599,12853,683,326,4,NTM
7.0/F低層G,7.0,低層,G,5979924,11589,516,335,3,NTM
19.0/F中層G,19.0,中層,G,6437100,12475,516,348,3,NTM
31.0/F高層G,31.0,高層,G,6743088,13068,516,382,4,NTM
7.0/F低層H,7.0,低層,H,6124920,11870,516,325,3,NTM
19.0/F中層H,19.0,中層,H,6221412,12057,516,326,3,NTM
31.0/F高層H,31.0,高層,H,6504696,12606,516,320,3,NTM
