,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district,final_address
6.0/F低層A,6.0,低層,A,7835800,8120,965,337,3,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
14.0/F中層A,14.0,中層,A,8321195,8623,965,323,3,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
24.0/F高層A,24.0,高層,A,8457260,8764,965,402,4,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
6.0/F低層B,6.0,低層,B,7367535,8617,855,399,4,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
14.0/F中層B,14.0,中層,B,7244328,8988,806,417,3,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
24.0/F高層B,24.0,高層,B,7745445,9059,855,340,3,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
6.0/F低層C,6.0,低層,C,7232238,8973,806,392,4,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
14.0/F中層C,14.0,中層,C,7609446,9441,806,327,3,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
24.0/F高層C,24.0,高層,C,7768530,9086,855,396,4,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
6.0/F低層D,6.0,低層,D,8032660,8324,965,328,3,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
14.0/F中層D,14.0,中層,D,8262330,8562,965,340,3,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
24.0/F高層D,24.0,高層,D,8557620,8868,965,352,3,NTW,"MANHATTAN HTS,HONG KONG GDN,CASTLE PEAK RD TSING LUNG TAU|文禧閣(豪景花園),青山公路青龍頭段"
