,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,6181072,10441,592
19.0/F中層A,19.0,中層,A,6496016,10973,592
30.0/F高層A,30.0,高層,A,6824576,11528,592
8.0/F低層B,8.0,低層,B,6170040,10440,591
19.0/F中層B,19.0,中層,B,6485043,10973,591
30.0/F高層B,30.0,高層,B,6812457,11527,591
8.0/F低層C,8.0,低層,C,6378208,10774,592
19.0/F中層C,19.0,中層,C,6702032,11321,592
30.0/F高層C,30.0,高層,C,7029408,11874,592
8.0/F低層D,8.0,低層,D,6083022,10434,583
19.0/F中層D,19.0,中層,D,6393761,10967,583
30.0/F高層D,30.0,高層,D,6716743,11521,583
8.0/F低層E,8.0,低層,E,5210359,12089,431
19.0/F中層E,19.0,中層,E,5421118,12578,431
30.0/F高層E,30.0,高層,E,5660754,13134,431
8.0/F低層F,8.0,低層,F,5731044,11841,484
19.0/F中層F,19.0,中層,F,5384984,11126,484
30.0/F高層F,30.0,高層,F,5659896,11694,484
8.0/F低層G,8.0,低層,G,6094048,10294,592
19.0/F中層G,19.0,中層,G,6403664,10817,592
30.0/F高層G,30.0,高層,G,6710912,11336,592
8.0/F低層H,8.0,低層,H,6086352,10281,592
19.0/F中層H,19.0,中層,H,6396560,10805,592
30.0/F高層H,30.0,高層,H,6719200,11350,592
8.0/F低層J,8.0,低層,J,5566136,11548,482
19.0/F中層J,19.0,中層,J,5482268,11374,482
30.0/F高層J,30.0,高層,J,5740620,11910,482
8.0/F低層K,8.0,低層,K,5169845,11995,431
19.0/F中層K,19.0,中層,K,5390517,12507,431
30.0/F高層K,30.0,高層,K,5629722,13062,431
