,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,6820060,15430,442
10.0/F中層A,10.0,中層,A,7007468,15854,442
15.0/F高層A,15.0,高層,A,6009432,13596,442
5.0/F低層AB,5.0,低層,AB,,,
10.0/F中層AB,10.0,中層,AB,,,
15.0/F高層AB,15.0,高層,AB,,,
5.0/F低層B,5.0,低層,B,6952100,14636,475
10.0/F中層B,10.0,中層,B,6602025,13899,475
15.0/F高層B,15.0,高層,B,6931675,14593,475
5.0/F低層C,5.0,低層,C,4735584,14094,336
10.0/F中層C,10.0,中層,C,4946592,14722,336
15.0/F高層C,15.0,高層,C,5151216,15331,336
5.0/F低層D,5.0,低層,D,4802212,13604,353
10.0/F中層D,10.0,中層,D,5014365,14205,353
15.0/F高層D,15.0,高層,D,5220870,14790,353
