,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,9762277,13139,743
16.0/F中層A,16.0,中層,A,8811237,11859,743
23.0/F高層A,23.0,高層,A,10972624,14768,743
6.0/F低層B,6.0,低層,B,5680923,12709,447
16.0/F中層B,16.0,中層,B,6071154,13582,447
23.0/F高層B,23.0,高層,B,6120840,13911,440
6.0/F低層C,6.0,低層,C,7154532,10324,693
16.0/F中層C,16.0,中層,C,7519050,10850,693
23.0/F高層C,23.0,高層,C,7774767,11219,693
6.0/F低層D,6.0,低層,D,4579894,12793,358
16.0/F中層D,16.0,中層,D,5007704,13988,358
23.0/F高層D,23.0,高層,D,5139360,14276,360
6.0/F低層E,6.0,低層,E,4837320,13437,360
16.0/F中層E,16.0,中層,E,5042072,14084,358
23.0/F高層E,23.0,高層,E,5148398,14381,358
6.0/F低層F,6.0,低層,F,7993986,11011,726
16.0/F中層F,16.0,中層,F,8291646,11421,726
23.0/F高層F,23.0,高層,F,8532678,11753,726
6.0/F低層G,6.0,低層,G,5781051,12933,447
16.0/F中層G,16.0,中層,G,5986200,13605,440
23.0/F高層G,23.0,高層,G,6284373,14059,447
6.0/F低層H,6.0,低層,H,8251015,11105,743
16.0/F中層H,16.0,中層,H,8438251,11357,743
23.0/F高層H,23.0,高層,H,9005903,12121,743
