,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,5413416,12828,422,378,3,NSS
19.0/F中層A,19.0,中層,A,5688982,13481,422,321,3,NSS
30.0/F高層A,30.0,高層,A,5962016,14128,422,407,4,NSS
7.0/F低層B,7.0,低層,B,5812680,12315,472,378,4,NSS
19.0/F中層B,19.0,中層,B,6101544,12927,472,321,4,NSS
30.0/F高層B,30.0,高層,B,6550888,13879,472,354,4,NSS
7.0/F低層C,7.0,低層,C,7334424,11868,618,311,4,NSS
19.0/F中層C,19.0,中層,C,7522914,12173,618,323,4,NSS
30.0/F高層C,30.0,高層,C,8030292,12994,618,356,4,NSS
7.0/F低層D,7.0,低層,D,5422278,12849,422,382,4,NSS
19.0/F中層D,19.0,中層,D,5611334,13297,422,320,3,NSS
30.0/F高層D,30.0,高層,D,5882258,13939,422,378,4,NSS
7.0/F低層E,7.0,低層,E,5328594,12627,422,395,3,NSS
19.0/F中層E,19.0,中層,E,5763254,13657,422,342,3,NSS
30.0/F高層E,30.0,高層,E,5977208,14164,422,346,3,NSS
7.0/F低層F,7.0,低層,F,7225038,11691,618,326,4,NSS
19.0/F中層F,19.0,中層,F,7473474,12093,618,343,4,NSS
30.0/F高層F,30.0,高層,F,7760226,12557,618,333,4,NSS
7.0/F低層G,7.0,低層,G,5791912,12271,472,360,5,NSS
19.0/F中層G,19.0,中層,G,6037824,12792,472,315,4,NSS
30.0/F高層G,30.0,高層,G,6483864,13737,472,347,4,NSS
7.0/F低層H,7.0,低層,H,5391050,12775,422,395,4,NSS
19.0/F中層H,19.0,中層,H,5583904,13232,422,354,3,NSS
30.0/F高層H,30.0,高層,H,5824866,13803,422,344,3,NSS
