,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層A,5.0,低層,A,8957320,11864,755
10.0/F中層A,10.0,中層,A,9563500,12340,775
14.0/F高層A,14.0,高層,A,9861875,12725,775
5.0/F低層B,5.0,低層,B,9044880,11596,780
10.0/F中層B,10.0,中層,B,9424740,12083,780
14.0/F高層B,14.0,高層,B,9720360,12462,780
5.0/F低層C,5.0,低層,C,10025832,11964,838
10.0/F中層C,10.0,中層,C,10439804,12458,838
14.0/F高層C,14.0,高層,C,10765786,12847,838
5.0/F低層D,5.0,低層,D,9774432,11664,838
10.0/F中層D,10.0,中層,D,8969114,10703,838
14.0/F高層D,14.0,高層,D,9155150,10925,838
5.0/F低層E,5.0,低層,E,9110426,11878,767
10.0/F中層E,10.0,中層,E,9488557,12371,767
14.0/F高層E,14.0,高層,E,9785386,12758,767
5.0/F低層F,5.0,低層,F,10054707,11843,849
10.0/F中層F,10.0,中層,F,10473264,12336,849
14.0/F高層F,14.0,高層,F,10799280,12720,849
