,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,7898891,13013,607,230,3,KKC
10.0/F中層A,10.0,中層,A,8221208,13544,607,225,3,KKC
16.0/F高層A,16.0,高層,A,8611509,14187,607,219,3,KKC
5.0/F低層B,5.0,低層,B,11160484,13318,838,212,3,KKC
10.0/F中層B,10.0,中層,B,11603786,13847,838,207,3,KKC
16.0/F高層B,16.0,高層,B,12136754,14483,838,201,3,KKC
5.0/F低層C,5.0,低層,C,11160484,13318,838,212,3,KKC
10.0/F中層C,10.0,中層,C,11603786,13847,838,207,3,KKC
16.0/F高層C,16.0,高層,C,12136754,14483,838,201,3,KKC
5.0/F低層D,5.0,低層,D,7353472,12992,566,280,3,KKC
10.0/F中層D,10.0,中層,D,7652320,13520,566,273,3,KKC
16.0/F高層D,16.0,高層,D,8012862,14157,566,264,3,KKC
5.0/F低層E,5.0,低層,E,7442334,13149,566,298,3,KKC
10.0/F中層E,10.0,中層,E,7726466,13651,566,267,3,KKC
16.0/F高層E,16.0,高層,E,8088706,14291,566,258,3,KKC
5.0/F低層F,5.0,低層,F,10006472,12796,782,372,4,KKC
10.0/F中層F,10.0,中層,F,9095442,11631,782,332,3,KKC
16.0/F高層F,16.0,高層,F,9458290,12095,782,217,2,KKC
5.0/F低層G,5.0,低層,G,10040880,12840,782,260,3,KKC
10.0/F中層G,10.0,中層,G,10460814,13377,782,258,3,KKC
16.0/F高層G,16.0,高層,G,10976152,14036,782,274,3,KKC
5.0/F低層H,5.0,低層,H,7898891,13013,607,230,3,KKC
10.0/F中層H,10.0,中層,H,8221208,13544,607,225,3,KKC
16.0/F高層H,16.0,高層,H,8611509,14187,607,219,3,KKC
