,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
10.0/F低層A,10.0,低層,A,5531090,8170,677,308,4,NTM
22.0/F中層A,22.0,中層,A,5870944,8672,677,288,4,NTM
33.0/F高層A,33.0,高層,A,6327348,9052,699,242,4,NTM
10.0/F低層B,10.0,低層,B,3732316,7841,476,359,4,NTM
22.0/F中層B,22.0,中層,B,3808000,8000,476,328,4,NTM
33.0/F高層B,33.0,高層,B,3969488,8003,496,343,4,NTM
10.0/F低層C,10.0,低層,C,3932236,8261,476,392,4,NTM
22.0/F中層C,22.0,中層,C,4133108,8683,476,353,4,NTM
33.0/F高層C,33.0,高層,C,4175328,8418,496,338,4,NTM
10.0/F低層D,10.0,低層,D,5595405,8265,677,348,4,NTM
22.0/F中層D,22.0,中層,D,5947445,8785,677,334,4,NTM
33.0/F高層D,33.0,高層,D,6414723,9177,699,284,4,NTM
10.0/F低層E,10.0,低層,E,3890211,7673,507,363,4,NTM
22.0/F中層E,22.0,中層,E,4010877,7911,507,365,4,NTM
33.0/F高層E,33.0,高層,E,4300320,8160,527,374,4,NTM
10.0/F低層F,10.0,低層,F,3897652,8053,484,384,4,NTM
22.0/F中層F,22.0,中層,F,4082056,8434,484,398,4,NTM
33.0/F高層F,33.0,高層,F,4148528,8264,502,327,3,NTM
10.0/F低層G,10.0,低層,G,4073344,8416,484,325,3,NTM
22.0/F中層G,22.0,中層,G,4356484,9001,484,390,4,NTM
33.0/F高層G,33.0,高層,G,4682154,9327,502,354,4,NTM
10.0/F低層H,10.0,低層,H,4098081,8083,507,364,3,NTM
22.0/F中層H,22.0,中層,H,4305444,8492,507,334,3,NTM
33.0/F高層H,33.0,高層,H,4400977,8351,527,382,4,NTM
