,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,6312800,15782,400,293,4,HWC
12.0/F中層A,12.0,中層,A,6562000,16405,400,305,4,HWC
19.0/F高層A,19.0,高層,A,6859600,17149,400,309,4,HWC
6.0/F低層B,6.0,低層,B,7487946,15698,477,362,4,HWC
12.0/F中層B,12.0,中層,B,7783209,16317,477,377,4,HWC
19.0/F高層B,19.0,高層,B,5623400,18140,310,81,1,HWC
6.0/F低層C,6.0,低層,C,6650733,15949,417,354,5,HWC
12.0/F中層C,12.0,中層,C,6823788,16364,417,311,4,HWC
19.0/F高層C,19.0,高層,C,7348791,17623,417,325,4,HWC
6.0/F低層D,6.0,低層,D,6564831,15743,417,299,4,HWC
12.0/F中層D,12.0,中層,D,6823788,16364,417,311,4,HWC
19.0/F高層D,19.0,高層,D,7132785,17105,417,315,4,HWC
6.0/F低層E,6.0,低層,E,7251354,15202,477,338,3,HWC
12.0/F中層E,12.0,中層,E,7537554,15802,477,324,3,HWC
19.0/F高層E,19.0,高層,E,8010261,16793,477,407,4,HWC
6.0/F低層F,6.0,低層,F,6354400,15886,400,336,4,HWC
12.0/F中層F,12.0,中層,F,6606000,16515,400,351,4,HWC
19.0/F高層F,19.0,高層,F,6907600,17269,400,359,4,HWC
