,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,5806164,17178,338
16.0/F中層A,16.0,中層,A,5931562,17549,338
25.0/F高層A,25.0,高層,A,6051552,17904,338
8.0/F低層B,8.0,低層,B,5506358,16291,338
16.0/F中層B,16.0,中層,B,5706454,16883,338
25.0/F高層B,25.0,高層,B,5920408,17516,338
8.0/F低層C,8.0,低層,C,5235271,17053,307
16.0/F中層C,16.0,中層,C,5403265,17045,317
25.0/F高層C,25.0,高層,C,5483020,17860,307
8.0/F低層D,8.0,低層,D,5427146,17678,307
16.0/F中層D,16.0,中層,D,5606434,18262,307
25.0/F高層D,25.0,高層,D,5790941,18863,307
8.0/F低層E,8.0,低層,E,5631248,15344,367
16.0/F中層E,16.0,中層,E,5735109,15627,367
25.0/F高層E,25.0,高層,E,5938794,16182,367
8.0/F低層F,8.0,低層,F,5712355,15565,367
16.0/F中層F,16.0,中層,F,5891818,16054,367
25.0/F高層F,25.0,高層,F,6127432,16696,367
8.0/F低層G,8.0,低層,G,5416500,18055,300
16.0/F中層G,16.0,中層,G,5630100,18767,300
25.0/F高層G,25.0,高層,G,5869200,19564,300
8.0/F低層H,8.0,低層,H,5295900,17653,300
16.0/F中層H,16.0,中層,H,5556086,18098,307
25.0/F高層H,25.0,高層,H,5577000,18590,300
