,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district,final_address
5.0/F低層A,5.0,低層,A,,,545,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
7.0/F中層A,7.0,中層,A,,,545,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
9.0/F高層A,9.0,高層,A,,,545,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
5.0/F低層B,5.0,低層,B,,,372,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
7.0/F中層B,7.0,中層,B,,,372,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
9.0/F高層B,9.0,高層,B,4323012,11621,372,150,1,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
5.0/F低層D,5.0,低層,D,,,375,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
7.0/F中層D,7.0,中層,D,,,375,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
9.0/F高層D,9.0,高層,D,,,375,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
5.0/F低層E,5.0,低層,E,,,372,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
7.0/F中層E,7.0,中層,E,,,372,,,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
9.0/F高層E,9.0,高層,E,4714356,12673,372,150,1,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
5.0/F低層F,5.0,低層,F,6301290,11562,545,93,1,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
7.0/F中層F,7.0,中層,F,6384675,11715,545,96,1,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
9.0/F高層F,9.0,高層,F,6468060,11868,545,99,1,KCSW,"SILVER BRIGHT BLDG,TAI PO RD|銀輝樓,大埔道"
