,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
6.0/F低層A,6.0,低層,A,8674516,15326,566,302,4,NMOS
15.0/F中層A,15.0,中層,A,9007890,15915,566,350,5,NMOS
23.0/F高層A,23.0,高層,A,9327680,16480,566,318,5,NMOS
6.0/F低層B,6.0,低層,B,5750015,14557,395,325,3,NMOS
15.0/F中層B,15.0,中層,B,6009135,15213,395,339,4,NMOS
23.0/F高層B,23.0,高層,B,6214930,15734,395,303,4,NMOS
6.0/F低層C,6.0,低層,C,6087906,14958,407,418,3,NMOS
15.0/F中層C,15.0,中層,C,6268207,15401,407,355,3,NMOS
23.0/F高層C,23.0,高層,C,6498569,15967,407,399,4,NMOS
6.0/F低層D,6.0,低層,D,6352456,15608,407,331,3,NMOS
15.0/F中層D,15.0,中層,D,6302395,15485,407,325,3,NMOS
23.0/F高層D,23.0,高層,D,6491243,15949,407,334,5,NMOS
6.0/F低層E,6.0,低層,E,5826053,14977,389,377,4,NMOS
15.0/F中層E,15.0,中層,E,5975818,15362,389,360,4,NMOS
23.0/F高層E,23.0,高層,E,6187045,15905,389,344,4,NMOS
6.0/F低層F,6.0,低層,F,8798929,15797,557,331,3,NMOS
15.0/F中層F,15.0,中層,F,9141484,16412,557,393,4,NMOS
23.0/F高層F,23.0,高層,F,9453404,16972,557,361,4,NMOS
