,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層A,5.0,低層,A,3524880,9276,380,205,3,NKC
8.0/F中層A,8.0,中層,A,3561740,9373,380,208,3,NKC
11.0/F高層A,11.0,高層,A,3603160,9482,380,203,3,NKC
5.0/F低層B,5.0,低層,B,3195735,9263,345,289,3,NKC
8.0/F中層B,8.0,中層,B,3224715,9347,345,331,3,NKC
11.0/F高層B,11.0,高層,B,3268530,9474,345,289,3,NKC
5.0/F低層C,5.0,低層,C,3357360,9326,360,214,3,NKC
8.0/F中層C,8.0,中層,C,3393000,9425,360,217,3,NKC
11.0/F高層C,11.0,高層,C,3432600,9535,360,212,3,NKC
5.0/F低層D,5.0,低層,D,3734690,9109,410,193,3,NKC
8.0/F中層D,8.0,中層,D,3773230,9203,410,196,3,NKC
11.0/F高層D,11.0,高層,D,3816690,9309,410,191,3,NKC
5.0/F低層E,5.0,低層,E,3918480,9008,435,184,3,NKC
8.0/F中層E,8.0,中層,E,3958065,9099,435,187,3,NKC
11.0/F高層E,11.0,高層,E,4003740,9204,435,182,3,NKC
5.0/F低層F,5.0,低層,F,3460240,9352,370,307,4,NKC
8.0/F中層F,8.0,中層,F,3499090,9457,370,312,4,NKC
11.0/F高層F,11.0,高層,F,3540530,9569,370,302,4,NKC
5.0/F低層G,5.0,低層,G,3524880,9276,380,205,3,NKC
8.0/F中層G,8.0,中層,G,3561740,9373,380,208,3,NKC
11.0/F高層G,11.0,高層,G,3603160,9482,380,203,3,NKC
5.0/F低層H,5.0,低層,H,3434400,9540,360,332,3,NKC
8.0/F中層H,8.0,中層,H,3428280,9523,360,253,3,NKC
11.0/F高層H,11.0,高層,H,3019710,9741,310,224,3,NKC
