,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
5.0/F低層1,5.0,低層,1,15135740,13886,1090,295,4,HCB
9.0/F中層1,9.0,中層,1,15596810,14309,1090,304,4,HCB
13.0/F高層1,13.0,高層,1,10476180,14157,740,322,4,HCB
5.0/F低層2,5.0,低層,2,15935934,14318,1113,313,4,HCB
9.0/F中層2,9.0,中層,2,16431219,14763,1113,323,4,HCB
13.0/F高層2,13.0,高層,2,16938747,15219,1113,321,4,HCB
5.0/F低層3,5.0,低層,3,10164914,13982,727,196,3,HCB
9.0/F中層3,9.0,中層,3,10460076,14388,727,198,3,HCB
13.0/F高層3,13.0,高層,3,10108208,13904,727,194,3,HCB
5.0/F低層4,5.0,低層,4,9173880,14990,612,255,3,HCB
9.0/F中層4,9.0,中層,4,9465192,15466,612,259,3,HCB
13.0/F高層4,13.0,高層,4,9750996,15933,612,260,3,HCB
5.0/F低層5,5.0,低層,5,5980828,11914,502,105,1,HCB
9.0/F中層5,9.0,中層,5,6181126,12313,502,111,1,HCB
13.0/F高層5,13.0,高層,5,6774490,13495,502,267,2,HCB
