,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,26045150,30110,865
15.0/F中層A,15.0,中層,A,26097915,30171,865
22.0/F高層A,22.0,高層,A,29296685,33869,865
6.0/F低層B,6.0,低層,B,18861600,27100,696
15.0/F中層B,15.0,中層,B,19677312,28272,696
22.0/F高層B,22.0,高層,B,21884328,31443,696
6.0/F低層C,6.0,低層,C,14489496,24642,588
15.0/F中層C,15.0,中層,C,17256624,29348,588
22.0/F高層C,22.0,高層,C,16716252,28429,588
6.0/F低層D,6.0,低層,D,13296944,25136,529
15.0/F中層D,15.0,中層,D,14171381,26789,529
22.0/F高層D,22.0,高層,D,14928380,28220,529
6.0/F低層E,6.0,低層,E,13849845,24513,565
15.0/F中層E,15.0,中層,E,14987190,26526,565
22.0/F高層E,22.0,高層,E,15388905,27237,565
6.0/F低層F,6.0,低層,F,17617730,25570,689
15.0/F中層F,15.0,中層,F,18263323,26507,689
22.0/F高層F,22.0,高層,F,18740111,27199,689
6.0/F低層G,6.0,低層,G,22603347,24921,907
15.0/F中層G,15.0,中層,G,26014574,28682,907
22.0/F高層G,22.0,高層,G,26868968,29624,907
6.0/F低層H,6.0,低層,H,26574208,28636,928
15.0/F中層H,15.0,中層,H,29414816,31697,928
22.0/F高層H,22.0,高層,H,32362144,34873,928
