,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,13157152,23164,568,70,1,KSKM
4.0/F中層A,4.0,中層,A,13357656,23517,568,72,1,KSKM
6.0/F高層A,6.0,高層,A,13558160,23870,568,74,1,KSKM
2.0/F低層B,2.0,低層,B,14436856,25417,568,220,2,KSKM
4.0/F中層B,4.0,中層,B,13357656,23517,568,72,1,KSKM
6.0/F高層B,6.0,高層,B,13558160,23870,568,74,1,KSKM
2.0/F低層C,2.0,低層,C,13157152,23164,568,106,1,KSKM
4.0/F中層C,4.0,中層,C,13357656,23517,568,109,1,KSKM
6.0/F高層C,6.0,高層,C,13558160,23870,568,150,1,KSKM
2.0/F低層D,2.0,低層,D,13157152,23164,568,70,1,KSKM
4.0/F中層D,4.0,中層,D,13357656,23517,568,72,1,KSKM
6.0/F高層D,6.0,高層,D,20667240,20876,990,49,1,KSKM
2.0/F低層E,2.0,低層,E,14780075,22565,655,62,1,KSKM
4.0/F中層E,4.0,中層,E,15005395,22909,655,64,1,KSKM
6.0/F高層E,6.0,高層,E,20941340,20734,1010,48,1,KSKM
2.0/F低層F,2.0,低層,F,13157152,23164,568,70,1,KSKM
4.0/F中層F,4.0,中層,F,13357656,23517,568,72,1,KSKM
6.0/F高層F,6.0,高層,F,13558160,23870,568,74,1,KSKM
