,subjFloor,floorLv,unitNo,price,npsf,nfa
8.0/F低層A,8.0,低層,A,6097338,14313,426
20.0/F中層A,20.0,中層,A,6579144,15444,426
32.0/F高層A,32.0,高層,A,6731652,15802,426
8.0/F低層B,8.0,低層,B,7890475,14425,547
20.0/F中層B,20.0,中層,B,8182026,14958,547
32.0/F高層B,32.0,高層,B,8842255,16165,547
8.0/F低層C,8.0,低層,C,6186512,13333,464
20.0/F中層C,20.0,中層,C,6611536,14249,464
32.0/F高層C,32.0,高層,C,6904784,14881,464
8.0/F低層D,8.0,低層,D,5935032,13932,426
20.0/F中層D,20.0,中層,D,6297984,14784,426
32.0/F高層D,32.0,高層,D,6711204,15754,426
8.0/F低層E,8.0,低層,E,6222582,14607,426
20.0/F中層E,20.0,中層,E,6415560,15060,426
32.0/F高層E,32.0,高層,E,6700128,15728,426
8.0/F低層F,8.0,低層,F,6310168,13688,461
20.0/F中層F,20.0,中層,F,6674358,14478,461
32.0/F高層F,32.0,高層,F,6662372,14452,461
8.0/F低層G,8.0,低層,G,6559569,14229,461
20.0/F中層G,20.0,中層,G,6549427,14207,461
32.0/F高層G,32.0,高層,G,7100783,15403,461
8.0/F低層H,8.0,低層,H,6416412,15062,426
20.0/F中層H,20.0,中層,H,6654120,15620,426
32.0/F高層H,32.0,高層,H,7068618,16593,426
