,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
2.0/F低層A,2.0,低層,A,10986882,15718,699,376,4,NSK
5.0/F中層A,5.0,中層,A,11255997,16103,699,363,3,NSK
7.0/F高層A,7.0,高層,A,11883000,17000,699,382,4,NSK
2.0/F低層B,2.0,低層,B,9683996,14497,668,379,3,NSK
5.0/F中層B,5.0,中層,B,10142912,15184,668,357,3,NSK
7.0/F高層B,7.0,高層,B,11016656,16492,668,370,4,NSK
2.0/F低層C,2.0,低層,C,13424678,15238,881,361,4,NSK
5.0/F中層C,5.0,中層,C,14237841,16161,881,368,4,NSK
7.0/F高層C,7.0,高層,C,16470295,18695,881,375,3,NSK
2.0/F低層D,2.0,低層,D,8510982,15674,543,352,4,NSK
5.0/F中層D,5.0,中層,D,8647275,15925,543,355,4,NSK
7.0/F高層D,7.0,高層,D,8881851,16357,543,356,4,NSK
2.0/F低層E,2.0,低層,E,17048094,17151,994,365,4,NSK
5.0/F中層E,5.0,中層,E,15212176,15304,994,347,4,NSK
7.0/F高層E,7.0,高層,E,18312462,18423,994,376,4,NSK
2.0/F低層F,2.0,低層,F,10503891,15201,691,328,4,NSK
5.0/F中層F,5.0,中層,F,10338051,14961,691,399,4,NSK
7.0/F高層F,7.0,高層,F,13091686,18946,691,326,3,NSK
2.0/F低層G,2.0,低層,G,10692676,16007,668,395,4,NSK
5.0/F中層G,5.0,中層,G,12312576,18432,668,372,3,NSK
7.0/F高層G,7.0,高層,G,12746108,19081,668,221,2,NSK
2.0/F低層H,2.0,低層,H,10883941,15751,691,397,4,NSK
5.0/F中層H,5.0,中層,H,12617660,18260,691,176,2,NSK
7.0/F高層H,7.0,高層,H,11476819,16609,691,321,3,NSK
2.0/F低層J,2.0,低層,J,17037961,16987,1003,364,4,NSK
5.0/F中層J,5.0,中層,J,17979778,17926,1003,221,3,NSK
7.0/F高層J,7.0,高層,J,18553494,18498,1003,225,3,NSK
2.0/F低層K,2.0,低層,K,14975007,14667,1021,340,4,NSK
5.0/F中層K,5.0,中層,K,15713190,15390,1021,343,4,NSK
7.0/F高層K,7.0,高層,K,18916067,18527,1021,223,3,NSK
2.0/F低層L,2.0,低層,L,10826710,15578,695,389,4,NSK
5.0/F中層L,5.0,中層,L,10897600,15680,695,383,3,NSK
7.0/F高層L,7.0,高層,L,11937320,17176,695,365,3,NSK
2.0/F低層M,2.0,低層,M,10923500,15605,700,351,3,NSK
5.0/F中層M,5.0,中層,M,11456900,16367,700,405,3,NSK
7.0/F高層M,7.0,高層,M,11855200,16936,700,383,3,NSK
