,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,34965688,33428,1046,336,3,KHMT
16.0/F中層A,16.0,中層,A,29896184,33071,904,408,3,KHMT
22.0/F高層A,22.0,高層,A,30742328,34007,904,403,3,KHMT
7.0/F低層B,7.0,低層,B,46732280,31640,1477,392,3,KHMT
16.0/F中層B,16.0,中層,B,52733331,35703,1477,435,3,KHMT
22.0/F高層B,22.0,高層,B,56094983,37979,1477,414,3,KHMT
7.0/F低層C,7.0,低層,C,16247112,23928,679,391,4,KHMT
16.0/F中層C,16.0,中層,C,17058517,25123,679,352,3,KHMT
22.0/F高層C,22.0,高層,C,18277322,26918,679,353,3,KHMT
7.0/F低層D,7.0,低層,D,10571661,23337,453,370,3,KHMT
16.0/F中層D,16.0,中層,D,14339736,25884,554,352,3,KHMT
22.0/F高層D,22.0,高層,D,14870468,26842,554,353,3,KHMT
7.0/F低層E,7.0,低層,E,13213200,25025,528,389,3,KHMT
16.0/F中層E,16.0,中層,E,14313024,27108,528,393,3,KHMT
22.0/F高層E,22.0,高層,E,15122976,28642,528,391,3,KHMT
7.0/F低層F,7.0,低層,F,13562314,23026,589,351,3,KHMT
16.0/F中層F,16.0,中層,F,14530630,24670,589,348,3,KHMT
22.0/F高層F,22.0,高層,F,15938340,27060,589,350,3,KHMT
7.0/F低層G,7.0,低層,G,30537975,31321,975,394,3,KHMT
16.0/F中層G,16.0,中層,G,34262475,35141,975,399,3,KHMT
22.0/F高層G,22.0,高層,G,34774350,35666,975,407,3,KHMT
