,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district,final_address
22.0/F低層A,22.0,低層,A,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
66.0/F中層A,66.0,中層,A,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
101.0/F高層A,101.0,高層,A,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
22.0/F低層B,22.0,低層,B,7236900,14025,516,309,4,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
66.0/F中層B,66.0,中層,B,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
101.0/F高層B,101.0,高層,B,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
22.0/F低層C,22.0,低層,C,7231740,14015,516,359,3,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
66.0/F中層C,66.0,中層,C,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
101.0/F高層C,101.0,高層,C,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
22.0/F低層D,22.0,低層,D,7133635,14015,509,344,4,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
66.0/F中層D,66.0,中層,D,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
101.0/F高層D,101.0,高層,D,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
22.0/F低層E,22.0,低層,E,7330470,14070,521,347,4,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
66.0/F中層E,66.0,中層,E,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
101.0/F高層E,101.0,高層,E,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
22.0/F低層F,22.0,低層,F,7324104,14194,516,351,4,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
66.0/F中層F,66.0,中層,F,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
101.0/F高層F,101.0,高層,F,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
22.0/F低層G,22.0,低層,G,7236900,14025,516,309,4,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
66.0/F中層G,66.0,中層,G,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
101.0/F高層G,101.0,高層,G,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
22.0/F低層H,22.0,低層,H,7303899,14019,521,307,4,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
66.0/F中層H,66.0,中層,H,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
101.0/F高層H,101.0,高層,H,,,,,,NST,"JUBILEE GDN(Block 2),LOK KING ST|銀禧花園2座,樂景街"
