,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層A,7.0,低層,A,12015465,16665,721
16.0/F中層A,16.0,中層,A,12649945,17545,721
24.0/F高層A,24.0,高層,A,13938372,19332,721
7.0/F低層B,7.0,低層,B,12179748,16639,732
16.0/F中層B,16.0,中層,B,12823908,17519,732
24.0/F高層B,24.0,高層,B,14136384,19312,732
7.0/F低層C,7.0,低層,C,12845136,17548,732
16.0/F中層C,16.0,中層,C,13514184,18462,732
24.0/F高層C,24.0,高層,C,14077092,19231,732
7.0/F低層D,7.0,低層,D,11849544,16596,714
16.0/F中層D,16.0,中層,D,12282942,17203,714
24.0/F高層D,24.0,高層,D,13068342,18303,714
7.0/F低層E,7.0,低層,E,12033042,16853,714
16.0/F中層E,16.0,中層,E,12653508,17722,714
24.0/F高層E,24.0,高層,E,13724508,19222,714
7.0/F低層F,7.0,低層,F,10408219,17671,589
16.0/F中層F,16.0,中層,F,10937141,18569,589
24.0/F高層F,24.0,高層,F,11426600,19400,589
7.0/F低層G,7.0,低層,G,11648653,19777,589
16.0/F中層G,16.0,中層,G,12512716,21244,589
24.0/F高層G,24.0,高層,G,13050473,22157,589
7.0/F低層H,7.0,低層,H,13206557,18317,721
16.0/F中層H,16.0,中層,H,13840316,19196,721
24.0/F高層H,24.0,高層,H,14280847,19807,721
