,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層A,6.0,低層,A,8914020,15369,580
16.0/F中層A,16.0,中層,A,8999280,15516,580
25.0/F高層A,25.0,高層,A,9371060,16157,580
6.0/F低層B,6.0,低層,B,6362400,15906,400
16.0/F中層B,16.0,中層,B,6929600,17324,400
25.0/F高層B,25.0,高層,B,6746000,16865,400
6.0/F低層C,6.0,低層,C,6282000,15705,400
16.0/F中層C,16.0,中層,C,6614400,16536,400
25.0/F高層C,25.0,高層,C,6911600,17279,400
6.0/F低層D,6.0,低層,D,7805160,14454,540
16.0/F中層D,16.0,中層,D,8228520,15238,540
25.0/F高層D,25.0,高層,D,8694000,16100,540
6.0/F低層E,6.0,低層,E,7817580,14477,540
16.0/F中層E,16.0,中層,E,8103780,15007,540
25.0/F高層E,25.0,高層,E,8453160,15654,540
6.0/F低層F,6.0,低層,F,6298800,15747,400
16.0/F中層F,16.0,中層,F,6628800,16572,400
25.0/F高層F,25.0,高層,F,6925200,17313,400
6.0/F低層G,6.0,低層,G,6362400,15906,400
16.0/F中層G,16.0,中層,G,6557600,16394,400
25.0/F高層G,25.0,高層,G,6934400,17336,400
6.0/F低層H,6.0,低層,H,8216860,14167,580
16.0/F中層H,16.0,中層,H,8483080,14626,580
25.0/F高層H,25.0,高層,H,8900680,15346,580
