,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
10.0/F低層A,10.0,低層,A,7520928,15968,471,388,3,NTKO
28.0/F中層A,28.0,中層,A,7994754,16974,471,366,3,NTKO
45.0/F高層A,45.0,高層,A,8252862,17522,471,343,3,NTKO
10.0/F低層B,10.0,低層,B,10148222,14539,698,386,4,NTKO
28.0/F中層B,28.0,中層,B,10502108,15046,698,387,4,NTKO
45.0/F高層B,45.0,高層,B,11010950,15775,698,371,4,NTKO
10.0/F低層C,10.0,低層,C,9739645,14095,691,337,3,NTKO
28.0/F中層C,28.0,中層,C,10023646,14506,691,362,3,NTKO
45.0/F高層C,45.0,高層,C,10465886,15146,691,406,4,NTKO
10.0/F低層D,10.0,低層,D,7632555,16205,471,401,4,NTKO
28.0/F中層D,28.0,中層,D,7881714,16734,471,372,3,NTKO
45.0/F高層D,45.0,高層,D,8604228,18268,471,352,3,NTKO
10.0/F低層E,10.0,低層,E,7515747,15957,471,394,4,NTKO
28.0/F中層E,28.0,中層,E,8051745,17095,471,390,4,NTKO
45.0/F高層E,45.0,高層,E,7877004,16724,471,387,4,NTKO
10.0/F低層F,10.0,低層,F,9699567,14037,691,388,3,NTKO
28.0/F中層F,28.0,中層,F,10101729,14619,691,345,3,NTKO
45.0/F高層F,45.0,高層,F,9849514,14254,691,386,4,NTKO
10.0/F低層G,10.0,低層,G,9966742,14279,698,370,4,NTKO
28.0/F中層G,28.0,中層,G,9436960,13520,698,341,3,NTKO
45.0/F高層G,45.0,高層,G,9858552,14124,698,387,3,NTKO
10.0/F低層H,10.0,低層,H,7629729,16199,471,332,3,NTKO
28.0/F中層H,28.0,中層,H,8028195,17045,471,365,3,NTKO
45.0/F高層H,45.0,高層,H,8363076,17756,471,336,3,NTKO
