,subjFloor,floorLv,unitNo,price,npsf,nfa
4.0/F低層A,4.0,低層,A,5838330,13705,426
8.0/F中層A,8.0,中層,A,5985726,14051,426
11.0/F高層A,11.0,高層,A,5165250,14550,355
4.0/F低層B,4.0,低層,B,5684952,14248,399
8.0/F中層B,8.0,中層,B,5814627,14573,399
11.0/F高層B,11.0,高層,B,4882614,15306,319
4.0/F低層C,4.0,低層,C,8459320,13385,632
8.0/F中層C,8.0,中層,C,7972354,13793,578
11.0/F高層C,11.0,高層,C,8134772,14074,578
4.0/F低層D,4.0,低層,D,6467888,13588,476
8.0/F中層D,8.0,中層,D,6632584,13934,476
11.0/F高層D,11.0,高層,D,6766340,14215,476
4.0/F低層E,4.0,低層,E,6628878,13446,493
8.0/F中層E,8.0,中層,E,6773327,13739,493
11.0/F高層E,11.0,高層,E,6538949,14123,463
