,subjFloor,floorLv,unitNo,price,npsf,nfa
6.0/F低層1,6.0,低層,1,6231520,18328,340
12.0/F中層1,12.0,中層,1,6414440,18866,340
19.0/F高層1,19.0,高層,1,6696640,19696,340
6.0/F低層2,6.0,低層,2,6125140,18284,335
12.0/F中層2,12.0,中層,2,6298335,18801,335
19.0/F高層2,19.0,高層,2,6573705,19623,335
6.0/F低層3,6.0,低層,3,8100675,16365,495
12.0/F中層3,12.0,中層,3,8228880,16624,495
19.0/F高層3,19.0,高層,3,8559540,17292,495
6.0/F低層4,6.0,低層,4,6814125,18171,375
12.0/F中層4,12.0,中層,4,6996000,18656,375
19.0/F高層4,19.0,高層,4,7301625,19471,375
6.0/F低層5,6.0,低層,5,8038305,16239,495
12.0/F中層5,12.0,中層,5,8307585,16783,495
19.0/F高層5,19.0,高層,5,8643195,17461,495
6.0/F低層6,6.0,低層,6,6070535,18121,335
12.0/F中層6,12.0,中層,6,6331500,18900,335
19.0/F高層6,19.0,高層,6,6485935,19361,335
6.0/F低層7,6.0,低層,7,6229480,18322,340
12.0/F中層7,12.0,中層,7,6547380,19257,340
19.0/F高層7,19.0,高層,7,6690860,19679,340
