,subjFloor,floorLv,unitNo,price,npsf,nfa
7.0/F低層1,7.0,低層,1,4986465,9645,517
20.0/F中層1,20.0,中層,1,4911500,9500,517
34.0/F高層1,34.0,高層,1,5180857,10021,517
7.0/F低層2,7.0,低層,2,4862870,9245,526
20.0/F中層2,20.0,中層,2,5471978,10403,526
34.0/F高層2,34.0,高層,2,5220024,9924,526
7.0/F低層3,7.0,低層,3,5154253,9893,521
20.0/F中層3,20.0,中層,3,5443408,10448,521
34.0/F高層3,34.0,高層,3,5876359,11279,521
7.0/F低層4,7.0,低層,4,5139665,9865,521
20.0/F中層4,20.0,中層,4,5424652,10412,521
34.0/F高層4,34.0,高層,4,5171967,9927,521
7.0/F低層5,7.0,低層,5,5164794,9819,526
20.0/F中層5,20.0,中層,5,5449360,10360,526
34.0/F高層5,34.0,高層,5,5281566,10041,526
7.0/F低層6,7.0,低層,6,5147769,9957,517
20.0/F中層6,20.0,中層,6,5428500,10500,517
34.0/F高層6,34.0,高層,6,5866916,11348,517
