,subjFloor,floorLv,unitNo,price,npsf,nfa
5.0/F低層1,5.0,低層,1,3798765,13329,285
12.0/F中層1,12.0,中層,1,3886830,13638,285
19.0/F高層1,19.0,高層,1,4080060,14316,285
5.0/F低層2,5.0,低層,2,4082190,16662,245
12.0/F中層2,12.0,中層,2,3989090,16282,245
19.0/F高層2,19.0,高層,2,4241195,17311,245
5.0/F低層3,5.0,低層,3,4117880,15838,260
12.0/F中層3,12.0,中層,3,4048200,15570,260
19.0/F高層3,19.0,高層,3,4039880,15538,260
5.0/F低層4,5.0,低層,4,3781960,14546,260
12.0/F中層4,12.0,中層,4,3849560,14806,260
19.0/F高層4,19.0,高層,4,3983460,15321,260
5.0/F低層5,5.0,低層,5,3781380,13268,285
12.0/F中層5,12.0,中層,5,3958935,13891,285
19.0/F高層5,19.0,高層,5,4162710,14606,285
5.0/F低層6,5.0,低層,6,3850420,15716,245
12.0/F中層6,12.0,中層,6,3985415,16267,245
19.0/F高層6,19.0,高層,6,3994480,16304,245
5.0/F低層7,5.0,低層,7,3803240,13583,280
12.0/F中層7,12.0,中層,7,3890320,13894,280
19.0/F高層7,19.0,高層,7,4090240,14608,280
5.0/F低層8,5.0,低層,8,3804920,13589,280
12.0/F中層8,12.0,中層,8,3893960,13907,280
19.0/F高層8,19.0,高層,8,4074000,14550,280
