,subjFloor,floorLv,unitNo,price,npsf,nfa,com_score,com_no,district
7.0/F低層A,7.0,低層,A,14298450,15051,950,326,4,KHH
19.0/F中層A,19.0,中層,A,15938150,16777,950,347,4,KHH
31.0/F高層A,31.0,高層,A,17952150,18897,950,335,4,KHH
7.0/F低層B,7.0,低層,B,15125063,15871,953,391,4,KHH
19.0/F中層B,19.0,中層,B,16222919,17023,953,381,4,KHH
31.0/F高層B,31.0,高層,B,17212133,18061,953,321,4,KHH
7.0/F低層C,7.0,低層,C,16959894,16842,1007,382,4,KHH
19.0/F中層C,19.0,中層,C,18417023,18289,1007,330,3,KHH
31.0/F高層C,31.0,高層,C,20168196,20028,1007,329,3,KHH
7.0/F低層D,7.0,低層,D,15502490,15349,1010,325,4,KHH
19.0/F中層D,19.0,中層,D,17442700,17270,1010,340,4,KHH
31.0/F高層D,31.0,高層,D,19741460,19546,1010,335,4,KHH
7.0/F低層E,7.0,低層,E,14652616,15137,968,330,4,KHH
19.0/F中層E,19.0,中層,E,15979744,16508,968,350,4,KHH
31.0/F高層E,31.0,高層,E,17200392,17769,968,317,4,KHH
7.0/F低層F,7.0,低層,F,10487204,15938,658,353,4,KHH
19.0/F中層F,19.0,中層,F,11524870,17515,658,374,4,KHH
31.0/F高層F,31.0,高層,F,12401326,18847,658,338,4,KHH
7.0/F低層G,7.0,低層,G,9533762,14489,658,363,4,KHH
19.0/F中層G,19.0,中層,G,11388664,17308,658,344,3,KHH
31.0/F高層G,31.0,高層,G,10933328,16616,658,310,4,KHH
7.0/F低層H,7.0,低層,H,14306460,14810,966,381,3,KHH
19.0/F中層H,19.0,中層,H,16087764,16654,966,414,3,KHH
31.0/F高層H,31.0,高層,H,17307822,17917,966,337,3,KHH
